Study.reference,Study_ID,Name.of.study.area,Region,Intertidal_Subtidal,Depth (m),SBT (deg C),POC (g Corg m-2 yr-1),PP (mg C m-2 d-1),Habitat description from paper,Habitat type,Folk_category,Biogenic (%),Gravel (%),Sand (%),Mud (%),Fishing gear description from paper,Gear.type,PD (cm),f,Smin (m),Area of one disturbed plot (m2),FishHist,Metric,Macrofauna / Meiofauna,Gear used to sample the benthos ,Infauna / Epifauna,Scavenger.effect,Time,Method,Mean_BefCtrl,SD_BefCtrl,n_BefCtrl,Mean_BefImpt,SD_BefImpt,n_BefImpt,Mean_AftCtrl,SD_AftCtrl,n_AftCtrl,Mean_AftImpt,SD_AftImpt,n_AftImpt,Author,Year,notes
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,18,CI,NA,NA,NA,NA,NA,NA,4.58,3.08,3,0.93,0.28,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,44,CI,NA,NA,NA,NA,NA,NA,3.06,1.87,3,0.59,0.54,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,72,CI,NA,NA,NA,NA,NA,NA,5.44,1.59,3,0.66,0.29,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,149,CI,NA,NA,NA,NA,NA,NA,2.52,0.76,3,0.86,0.33,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,296,CI,NA,NA,NA,NA,NA,NA,4.66,1.3,3,2.19,1.37,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Biomass,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,606,CI,NA,NA,NA,NA,NA,NA,11.23,1.66,3,8.45,2.41,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,2,CI,NA,NA,NA,NA,NA,NA,8.22,1.65,3,6.96,1.04,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,3,CI,NA,NA,NA,NA,NA,NA,8.26,1.54,3,4.22,2.39,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,4,CI,NA,NA,NA,NA,NA,NA,8.29,1.49,3,5.75,1.8,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,18,CI,NA,NA,NA,NA,NA,NA,10.64,2.29,3,8.7,4.8,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,44,CI,NA,NA,NA,NA,NA,NA,13.34,2.08,3,9.25,4.54,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,72,CI,NA,NA,NA,NA,NA,NA,17.81,2.01,3,8.27,3.31,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,149,CI,NA,NA,NA,NA,NA,NA,15.96,3.14,3,13.66,2.08,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,296,CI,NA,NA,NA,NA,NA,NA,15.7,3.83,3,12.72,2.79,3,Wynberg,1994,
"Wynberg, R.P. & Branch, G.M. 1994. Disturbance associated with bait-collection for sandprawns (Callianassa kraussi) and mudprawns (Upogebia africana): Long-term effects on the biota of intertidal sandflats. Journal of Marine Research 52:523-558",61.2.2,"Geelbek, Langebaan Lagoon",South Africa,I,0,13.14,128.36,4360.82,Tidal Sandflats,S,S,0,0,95,5,Prawn Pump,HD,16.11,1,3,12,Undisturbed,Species richness,Macrofauna,Macrofauna: 0.1m2 quadrat dug to a depth of 10 cm /  Meiofauna: 85 mL cores of sediment were obtained between 0 - 5cm depth ,infauna,n,606,CI,NA,NA,NA,NA,NA,NA,22.26,2.74,3,19.04,1.94,3,Wynberg,1994,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Numbers,Macrofauna,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,2.87,0.71,18,NA,NA,NA,2.95,0.3,18,Alves,2003,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Numbers,Meiofauna ,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,11,3.5,12,NA,NA,NA,12.62,3.1,12,Alves,2003,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Biomass,Macrofauna,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,1.03,0.44,18,NA,NA,NA,1.34,0.3,18,Alves,2003,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Biomass,Meiofauna ,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,2.56,0.83,12,NA,NA,NA,3.23,1.12,12,Alves,2003,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Species richness,Macrofauna,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,1.2,0.1,18,NA,NA,NA,1.39,0.09,18,Alves,2003,
"Alves, F., Chicharo, L., Nogueira, A. & Regala, J. 2003. Changes in benthic community structure due to clam dredging on the Algarve coast and the importance of seasonal analysis. Journal of the Marine Biological Association of the United Kingdom. 83:719-729",1.2.1,"Vilamoura, Algarve Coast, South Portugal",Southern Europe,S,8,14.15,53.65,2257.2,"Sandy Sediment (Chicharo et al., 2002)",S,S,0,0,100,0,Commercial Portuguese clam dredge,TD,5.47,1,1,62.9,previously disturbed,Species richness,Meiofauna ,Quandrat for macrofauna / corer for meiofauna,epifauna / infauna,y,1,BA,NA,NA,NA,1.44,0.11,12,NA,NA,NA,1.33,0.23,12,Alves,2003,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.1,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,2,1,1,previously disturbed,Numbers,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,30,BACI,147.68,90.49,4,260.37,85.37,4,132.32,37.56,4,159.63,155.37,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.1,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,2,1,1,previously disturbed,Numbers,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,90,BACI,147.68,90.49,4,260.37,85.37,4,155.37,34.15,4,106.71,17.07,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.1,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,2,1,1,previously disturbed,Species richness,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,30,BACI,10.76,3.52,4,13.9,0.98,4,10.4,1.47,4,12.46,4.11,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.1,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,2,1,1,previously disturbed,Species richness,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,90,BACI,10.76,3.52,4,13.9,0.98,4,14.15,1.76,4,10.48,0.78,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.2,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,8,1,1,previously disturbed,Numbers,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,30,BACI,147.68,90.49,4,166.46,83.66,4,132.32,37.56,4,134.88,35.85,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.2,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,8,1,1,previously disturbed,Numbers,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,90,BACI,147.68,90.49,4,166.46,83.66,4,155.37,34.15,4,90.49,56.34,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.2,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,8,1,1,previously disturbed,Species richness,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,30,BACI,10.76,3.52,4,11.37,1.27,4,10.4,1.47,4,11.44,0.88,4,Brown,1997,
"Brown, B and Wilson, W.H. 1997. The role of commercial digging of mudflats as an agent for change of infaunal intertidal populations. JEMBE 218: 49-61",63.2,"Lowes Cover, Walpole, Maine, USA",North America,I,0,8.91,130.7,2587.84,Mudflat,M,M,0,0,10,90,Clam digger,R,5.21,8,1,1,previously disturbed,Species richness,Macrofauna,core (10 cm diameter) pushed to 15 cm depth,infauna,n,90,BACI,10.76,3.52,4,11.37,1.27,4,14.15,1.76,4,10.93,1.66,4,Brown,1997,
"Castaldelli, G., Mantovani, S., Welsh, D.T., Rossi, R., Mistri, M. & Fano, E.A. 2003. Impact of commercial clam harvesting on water column and sediment physicochemical characteristics and macrobenthic community structure on a lagoon (Sacca Di Goro) of the Po River Delta. Chemistry and Ecology 19:161-171",11,"Sacca di Goro lagoon, Po River Delta",Southern Europe,I,0,17.65,148.1,3643.24,"shallow, brackish, hypertrophic coastal lagoon. Typical sandy-silt sediment",M,sM,0,0,30,70,Rasca' sediment rake,R,5.21,1,6,36,previously disturbed,Numbers,Macrofauna,0.06m2 Van Veen grab,"predominantly infauna, with some low motility epifauna",n,1,BA,NA,NA,NA,4033,791,3,NA,NA,NA,2109,711,3,Castaldelli,2003,
"Castaldelli, G., Mantovani, S., Welsh, D.T., Rossi, R., Mistri, M. & Fano, E.A. 2003. Impact of commercial clam harvesting on water column and sediment physicochemical characteristics and macrobenthic community structure on a lagoon (Sacca Di Goro) of the Po River Delta. Chemistry and Ecology 19:161-171",11,"Sacca di Goro lagoon, Po River Delta",Southern Europe,I,0,17.65,148.1,3643.24,"shallow, brackish, hypertrophic coastal lagoon. Typical sandy-silt sediment",M,sM,0,0,30,70,Rasca' sediment rake,R,5.21,1,6,36,previously disturbed,Biomass,Macrofauna,0.06m2 Van Veen grab,"predominantly infauna, with some low motility epifauna",n,1,BA,NA,NA,NA,4041,808,3,NA,NA,NA,1908,1026,3,Castaldelli,2003,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,10.97,1.38,9,13.67,3.29,9,12.48,2.65,9,6.73,5.52,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,1,BACI,10.97,1.38,9,13.67,3.29,9,6.07,3.61,9,8.08,6.21,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,3,BACI,10.97,1.38,9,13.67,3.29,9,5.29,1.96,9,15.04,7.11,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Macrofauna,Corer samples taken by SCUBA divers,infauna,n,17,BACI,10.97,1.38,9,13.67,3.29,9,6.9,2.71,9,7.1,3.71,9,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,0.08,BACI,826.44,611.36,6,537.17,493.19,6,646.88,652.22,6,521.07,340.94,6,Constantino,2009,
"Constantino, R., Gaspar, M.B., Tat-Regala, J., Carvalho, S., Curdia, J., Drago, T., Taborda, R. & Monteiro, C.C. 2009. Clam dredging effects and subsequent recovery of benthic communities at different depth ranges. Marine Environmental Research 67: 89-99",12.1,"Vale do Lobo, Algarve, Portugal",Southern Europe,S,6,12.26,13.61,778.57,sand   ,S,S,0,0,100,0,Clam dredging,TD,5.47,4,50,2500,previously disturbed,Numbers,Meiofauna ,Corer samples taken by SCUBA divers,infauna,n,1,BACI,826.44,611.36,6,537.17,493.19,6,640.07,208.94,6,721.15,352.17,6,Constantino,2009,
